workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,item,order,response,rt,sentence,stimulus,time_elapsed,trial_index,trial_type,type,words,error
941,i,,,,0.0-21.0,,,,,,,377420,39,html-button-response,,,
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[522, 64, 1488, 807, 617, 583, 568, 1240, 976, 559, 545, 528, 798, 530, 592, 441, 583]","['x-x-x', 'loans', 'text', 'anymore', 'learn', 'cup', 'option', 'funerals', 'list', 'deals', 'relate.', 'x-x-x', 'ford', 'trip', 'traverse', 'yes', 'decide.']",0.0-22.0-0.0,18,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",,"[522, 64, 1488, 807, 617, 583, 568, 1240, 976, 559, 545, 528, 798, 530, 592, 441, 583]",A drunk was walking along a street wielding an empty bottle. He felt like smashing a window.,,388866,40,maze,setup,"['A', 'drunk', 'was', 'walking', 'along', 'a', 'street', 'wielding', 'an', 'empty', 'bottle.', 'He', 'felt', 'like', 'smashing', 'a', 'window.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[517, 736, 464, 464, 648, 704, 424, 600, 576, 383, 729, 400, 608, 537, 760, 760, 641, 823, 600, 424]","['x-x-x', 'shall', 'best', 'done', 'rate', 'wild', 'feel', 'abroad', 'self', 'risk', 'emerged', 'plays', 'list', 'gain', 'decide', 'worst', 'fun', 'yoga', 'province', 'idea.']",0.0-22.0-0.1,18,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",,"[517, 736, 464, 464, 648, 704, 424, 600, 576, 383, 729, 400, 608, 537, 760, 760, 641, 823, 600, 424]",In front of him he saw a window made of stained glass and a window which had bars covering it.,,400667,41,maze,2-context,"['In', 'front', 'of', 'him', 'he', 'saw', 'a', 'window', 'made', 'of', 'stained', 'glass', 'and', 'a', 'window', 'which', 'had', 'bars', 'covering', 'it.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[539, 656, 784, 600, 624, 584, 601, 1759, 664, 552, 736, 520, 919]","['x-x-x', 'apart', 'clarify', 'cost', 'indeed', 'sure', 'trip', 'define', 'useful', 'ask', 'linguists', 'rate', 'resource.']",0.0-22.0-0.2,18,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",,"[539, 656, 784, 600, 624, 584, 601, 1759, 664, 552, 736, 520, 919]",The drunk smashed the window with the empty bottle and staggered off laughing.,,410210,42,maze,VP,"['The', 'drunk', 'smashed', 'the', 'window', 'with', 'the', 'empty', 'bottle', 'and', 'staggered', 'off', 'laughing.']",
941,i,,,,0.0-23.0,,,,,,,411212,43,html-button-response,,,
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[673, 1233, 407, 648, 520, 376, 544, 496, 504, 432, 536, 1040, 414, 402, 735, 473, 744, 416, 457, 799, 617, 408, 511, 528, 440]","['x-x-x', 'capacities', 'cool', 'gold', 'text', 'sun', 'each', 'fat', 'does', 'feel', 'rate', 'overthrew.', 'x-x-x', 'move', 'ring', 'park', 'east', 'link', 'met', 'substances', 'reached', 'feet', 'starship', 'wear', 'calls.']",0.0-24.0-0.0,21,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",,"[673, 1233, 407, 648, 520, 376, 544, 496, 504, 432, 536, 1040, 414, 402, 735, 473, 744, 416, 457, 799, 617, 408, 511, 528, 440]",A demolition man was on his way to work in his bulldozer. He’d been told to go to a particular address to demolish a house.,,425571,44,maze,setup,"['A', 'demolition', 'man', 'was', 'on', 'his', 'way', 'to', 'work', 'in', 'his', 'bulldozer.', 'He’d', 'been', 'told', 'to', 'go', 'to', 'a', 'particular', 'address', 'to', 'demolish', 'a', 'house.']",
941,i,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[427, 552, 336, 472, 584, 512, 1262, 767, 560, 464, 536, 1008, 808, 568, 449, 519, 481, 416, 672, 623, 544, 1001, 633]","['x-x-x', 'bed', 'uses', 'follows', 'wear', 'brown', 'walk', 'comes', 'super', 'push', 'step', 'comets', 'deployed', 'me', 'goes', 'anyway', 'pain', 'fear', 'except', 'trouble', 'data', 'ford', 'encoding.']",0.0-24.0-0.1,21,"[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",,"[427, 552, 336, 472, 584, 512, 448, 767, 560, 464, 536, 1008, 808, 568, 449, 519, 481, 416, 672, 623, 544, 1001, 633]",Once at the address he found a house which had an ornate fountain in its garden and a house covered in fine carvings.,,439772,45,maze,2-context,"['Once', 'at', 'the', 'address', 'he', 'found', 'a', 'house', 'which', 'had', 'an', 'ornate', 'fountain', 'in', 'its', 'garden', 'and', 'a', 'house', 'covered', 'in', 'fine', 'carvings.']",
941,i,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[539, 888, 833, 616, 1653, 568, 456, 440, 480, 640, 544, 656, 600, 640]","['x-x-x', 'yet', 'insulation', 'draw', 'maybe', 'pick', 'via', 'marathons', 'gay', 'deal', 'annual', 'fat', 'heard', 'our.']",0.0-24.0-0.2,21,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",,"[539, 888, 833, 616, 816, 568, 456, 440, 480, 640, 544, 656, 600, 640]",The man demolished the house with the bulldozer but it wasn't the right one.,,449332,46,maze,VP,"['The', 'man', 'demolished', 'the', 'house', 'with', 'the', 'bulldozer', 'but', 'it', ""wasn't"", 'the', 'right', 'one.']",
941,i,,,,0.0-25.0,,,,,,,450335,47,html-button-response,,,
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[664, 696, 632, 592, 560, 623, 456, 472, 535, 440, 664, 416, 736, 560, 512, 416, 544, 472, 487, 385, 1396]","['x-x-x', 'hurt', 'cool', 'reflect', 'lack', 'bag', 'ones', 'soul', 'laws', 'videos', 'brothers', 'plan', 'drew', 'unpaved.', 'x-x-x', 'saint', 'kid', 'types', 'guys', 'seem', 'info.']",0.0-26.0-0.0,10,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",,"[664, 696, 632, 592, 560, 623, 456, 472, 535, 440, 664, 416, 736, 560, 512, 416, 544, 472, 487, 385, 575]",A man was walking up and down a dark street carrying an iron crowbar. He hoped to break into a shop.,,462602,48,maze,setup,"['A', 'man', 'was', 'walking', 'up', 'and', 'down', 'a', 'dark', 'street', 'carrying', 'an', 'iron', 'crowbar.', 'He', 'hoped', 'to', 'break', 'into', 'a', 'shop.']",
941,i,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[484, 720, 512, 505, 1262, 528, 720, 1790, 2512, 407, 751, 434, 575, 449, 680, 576, 601, 552, 926, 529, 432, 592, 440]","['x-x-x', 'obvious', 'hour', 'guess', 'bill', 'ran', 'info', 'apply', 'sea', 'note', 'starts', 'videos', 'sad', 'luck', 'upon', 'thinks', 'worst', 'holy', 'proves', 'hope', 'goes', 'inflict', 'lakes.']",0.0-26.0-0.1,10,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",,"[484, 720, 512, 505, 432, 528, 720, 478, 2512, 407, 751, 434, 575, 449, 680, 576, 601, 552, 926, 529, 432, 592, 440]",He noticed that there was a shop which had a broken window and a post office which was fitted with a burglar alarm.,,479587,49,maze,1-context,"['He', 'noticed', 'that', 'there', 'was', 'a', 'shop', 'which', 'had', 'a', 'broken', 'window', 'and', 'a', 'post', 'office', 'which', 'was', 'fitted', 'with', 'a', 'burglar', 'alarm.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[532, 511, 760, 817, 382, 522, 527, 480, 760, 488, 487, 576, 592, 575]","['x-x-x', 'seen', 'roman', 'okay', 'send', 'plus', 'sure', 'grow', 'till', 'unease', 'non', 'gender', 'mid', 'hour.']",0.0-26.0-0.2,10,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1]",,"[532, 511, 760, 817, 382, 522, 527, 480, 760, 488, 487, 576, 592, 575]",The man broke into the shop with the iron crowbar but nobody saw him.,,487601,50,maze,VP,"['The', 'man', 'broke', 'into', 'the', 'shop', 'with', 'the', 'iron', 'crowbar', 'but', 'nobody', 'saw', 'him.']",
941,i,,,,0.0-27.0,,,,,,,488604,51,html-button-response,,,
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[570, 848, 735, 552, 496, 449, 518, 761, 567, 392, 561, 616, 520, 392, 648, 534, 794]","['x-x-x', 'photos', 'hottest', 'luck', 'defenses', 'know', 'aliens', 'omissions', 'wish', 'elect.', 'x-x-x', 'body', 'coast', 'link', 'cubs', 'ring', 'courts.']",0.0-28.0-0.0,8,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1]",,"[570, 848, 735, 552, 496, 449, 518, 761, 567, 392, 561, 616, 520, 392, 648, 534, 794]",A window cleaner was climbing his ladder clutching a cloth. He’d been asked to wipe a window.,,498563,52,maze,setup,"['A', 'window', 'cleaner', 'was', 'climbing', 'his', 'ladder', 'clutching', 'a', 'cloth.', 'He’d', 'been', 'asked', 'to', 'wipe', 'a', 'window.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[468, 520, 456, 512, 488, 472, 552, 624, 553, 477, 611, 622, 537, 518, 777, 433, 478, 553, 512, 777, 472, 792, 648, 647, 584, 489]","['x-x-x', 'fact', 'god', 'termed', 'mind', 'mid', 'week', 'worry', 'page', 'says', 'awards', 'apply', 'mom', 'know', 'else', 'van', 'euro', 'gift', 'sold', 'male', 'pro', 'accords', 'rates', 'cash', 'statistics', 'agree.']",0.0-28.0-0.1,8,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",,"[468, 520, 456, 512, 488, 472, 552, 624, 553, 477, 611, 622, 537, 518, 777, 433, 478, 553, 512, 777, 472, 792, 648, 647, 584, 489]",Once up the ladder he saw that there was a window which had a lot of dirt on it and a skylight which was relatively clean.,,513140,53,maze,1-context,"['Once', 'up', 'the', 'ladder', 'he', 'saw', 'that', 'there', 'was', 'a', 'window', 'which', 'had', 'a', 'lot', 'of', 'dirt', 'on', 'it', 'and', 'a', 'skylight', 'which', 'was', 'relatively', 'clean.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[435, 520, 496, 664, 456, 440, 448, 409, 528, 1004, 1146, 504, 817]","['x-x-x', 'afford', 'insulin', 'pence', 'gift', 'belong', 'hope', 'wish', 'seeks', 'worry', 'deserve', 'kill', 'percent.']",0.0-28.0-0.2,8,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",,"[435, 520, 496, 664, 456, 440, 448, 409, 528, 496, 1146, 504, 817]",The window cleaner wiped the window with the dirt while singing to himself.,,521011,54,maze,NP,"['The', 'window', 'cleaner', 'wiped', 'the', 'window', 'with', 'the', 'dirt', 'while', 'singing', 'to', 'himself.']",
941,i,,,,0.0-29.0,,,,,,,522014,55,html-button-response,,,
941,i,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1463, 639, 1232, 761, 528, 848, 496, 447, 545, 704, 400, 704, 576, 472, 759]","['x-x-x', 'raiders', 'ones', 'terminate', 'same', 'rioted', 'abuses.', 'x-x-x', 'guy', 'worry', 'sun', 'loud', 'lie', 'non', 'findings.']",0.0-30.0-0.0,17,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",,"[545, 639, 1232, 761, 528, 848, 496, 447, 545, 704, 400, 704, 576, 472, 759]",A chemist was adjusting a bunsen burner. He was about to heat up a solution.,,532595,56,maze,setup,"['A', 'chemist', 'was', 'adjusting', 'a', 'bunsen', 'burner.', 'He', 'was', 'about', 'to', 'heat', 'up', 'a', 'solution.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[451, 545, 1280, 632, 672, 408, 728, 511, 481, 712, 672, 480, 536, 536, 568, 688, 528, 641, 527]","['x-x-x', 'ring', 'ought', 'worse', 'cat', 'die', 'diseases', 'lives', 'girl', 'kiss', 'robotics', 'sea', 'hurt', 'gay', 'army', 'granted', 'physicians', 'ride', 'pier.']",0.0-30.0-0.1,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",,"[451, 545, 1280, 632, 672, 408, 728, 511, 481, 712, 672, 480, 536, 536, 568, 688, 528, 641, 527]",On his bench there was a solution which had blue crystals in it and a powder containing red dye.,,544195,57,maze,1-context,"['On', 'his', 'bench', 'there', 'was', 'a', 'solution', 'which', 'had', 'blue', 'crystals', 'in', 'it', 'and', 'a', 'powder', 'containing', 'red', 'dye.']",
941,i,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[444, 631, 744, 1333, 560, 674, 646, 496, 600, 512, 449, 607, 648, 577]","['x-x-x', 'expands', 'brakes', 'gain', 'becoming', 'fear', 'park', 'haunts', 'weddings', 'fun', 'ride', 'mum', 'nice', 'mark.']",0.0-30.0-0.2,17,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",,"[444, 631, 744, 472, 560, 674, 646, 496, 600, 512, 449, 607, 648, 577]",The chemist heated the solution with the bunsen burner but the gas went out.,,553124,58,maze,VP,"['The', 'chemist', 'heated', 'the', 'solution', 'with', 'the', 'bunsen', 'burner', 'but', 'the', 'gas', 'went', 'out.']",
941,i,,,,0.0-31.0,,,,,,,554125,59,html-button-response,,,
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[577, 511, 747, 660, 440, 881, 646, 617, 945, 447, 576, 592, 504, 471, 514, 552, 432, 504]","['x-x-x', 'revolts', 'liquids', 'deal', 'cat', 'freemen', 'expenses', 'lose', 'whom.', 'x-x-x', 'feelings', 'bag', 'than', 'says', 'kid', 'imagine', 'mom', 'versa.']",0.0-32.0-0.0,9,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",,"[577, 511, 747, 660, 440, 881, 646, 617, 945, 447, 576, 592, 504, 471, 514, 552, 432, 504]",A workman climbed down a manhole carrying a saw. He expected to have to cut through a valve.,,564748,60,maze,setup,"['A', 'workman', 'climbed', 'down', 'a', 'manhole', 'carrying', 'a', 'saw.', 'He', 'expected', 'to', 'have', 'to', 'cut', 'through', 'a', 'valve.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[506, 704, 576, 520, 614, 570, 855, 551, 486, 449, 513, 617, 536, 592, 552, 1046, 585, 672, 528, 391, 553, 616, 576]","['x-x-x', 'wait', 'aspired', 'sure', 'truth', 'lot', 'acids', 'sorry', 'hill', 'page', 'jobs', 'lake', 'cubs', 'list', 'hour', 'god', 'laws', 'ethnic', 'goals', 'male', 'vote', 'rallies', 'sell.']",0.0-32.0-0.1,9,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",,"[506, 704, 576, 520, 614, 570, 855, 551, 486, 449, 513, 617, 536, 592, 552, 512, 585, 672, 528, 391, 553, 616, 576]",Down the manhole he found a valve which had a lot of rust on it and a valve which had been leaking gas.,,578363,61,maze,2-context,"['Down', 'the', 'manhole', 'he', 'found', 'a', 'valve', 'which', 'had', 'a', 'lot', 'of', 'rust', 'on', 'it', 'and', 'a', 'valve', 'which', 'had', 'been', 'leaking', 'gas.']",
941,i,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[411, 529, 487, 489, 503, 1303, 704, 399, 625, 545, 616, 1287, 672, 616]","['x-x-x', 'denoted', 'sad', 'imagine', 'okay', 'forth', 'poor', 'says', 'pays', 'senate', 'studios', 'buy', 'guys', 'him.']",0.0-32.0-0.2,9,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",,"[411, 529, 487, 489, 503, 433, 704, 399, 625, 545, 616, 480, 672, 616]",The workman cut through the valve with the saw before fitting a new one.,,587556,62,maze,VP,"['The', 'workman', 'cut', 'through', 'the', 'valve', 'with', 'the', 'saw', 'before', 'fitting', 'a', 'new', 'one.']",
941,i,,,,0.0-33.0,,,,,,,588558,63,html-button-response,,,
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[672, 672, 512, 616, 624, 608, 535, 569, 527, 632, 585, 480, 447, 600, 504, 1177, 624, 560, 615, 1391, 496, 1264, 528, 656, 472]","['x-x-x', 'drinks', 'guys', 'anymore', 'push', 'eat', 'apply', 'nations', 'non', 'goes', 'spite.', 'x-x-x', 'else', 'am', 'throws', 'symbolizing', 'lots', 'hill', 'wood', 'basis', 'same', 'sizes', 'gift', 'hear', 'beings.']",0.0-34.0-0.0,7,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",,"[672, 672, 512, 616, 624, 608, 535, 569, 527, 632, 585, 480, 447, 600, 504, 1177, 624, 560, 615, 537, 496, 1264, 528, 656, 472]",An artist was working at a table holding a long brush. He had a sudden premonition that he was going to knock over a bottle.,,604931,64,maze,setup,"['An', 'artist', 'was', 'working', 'at', 'a', 'table', 'holding', 'a', 'long', 'brush.', 'He', 'had', 'a', 'sudden', 'premonition', 'that', 'he', 'was', 'going', 'to', 'knock', 'over', 'a', 'bottle.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[475, 657, 472, 584, 416, 425, 406, 825, 568, 545, 408, 432, 600, 552, 568, 560, 640]","['x-x-x', 'bag', 'aware', 'sorry', 'okay', 'knew', 'abroad', 'interviews', 'bill', 'relax', 'ask', 'vote', 'blame', 'vows', 'defend', 'move', 'agree.']",0.0-34.0-0.1,7,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",,"[475, 657, 472, 584, 416, 425, 406, 825, 568, 545, 408, 432, 600, 552, 568, 560, 640]",On the table there was a bottle containing some paint and a small jug filled with water.,,614068,65,maze,1-context,"['On', 'the', 'table', 'there', 'was', 'a', 'bottle', 'containing', 'some', 'paint', 'and', 'a', 'small', 'jug', 'filled', 'with', 'water.']",
941,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[403, 616, 504, 640, 405, 570, 368, 544, 696, 407, 560, 696, 769]","['x-x-x', 'anyway', 'barristers', 'verdict', 'mean', 'wish', 'depend', 'hear', 'knew', 'meets', 'wait', 'ethic', 'barrow.']",0.0-34.0-0.2,7,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1]",,"[403, 616, 504, 640, 405, 570, 368, 544, 696, 407, 560, 696, 769]",The artist accidently knocked over the bottle with the brush and swore loudly.,,621252,66,maze,VP,"['The', 'artist', 'accidently', 'knocked', 'over', 'the', 'bottle', 'with', 'the', 'brush', 'and', 'swore', 'loudly.']",
941,i,,,,0.0-35.0,,,,,,,622254,67,html-button-response,,,
941,i,,,,0.0-36.0,,,"{'other': 'N/A', 'errors': 'No.', 'length': ""Shorter would be better; I found myself making wrong key presses even though I knew what the right word was. Like my brain would just 'short-circuit' a moment here and there unless I took a few second break between stories."", 'strange': 'No.', 'understand': 'Yes, nothing confusing', 'what-about': 'Pattern recognition by the brain'}",86858,,,709118,68,survey-text,,,
941,i,,,,0.0-37.0,,,0,1286,,<h2>Many thanks for participating!</h2><p>We are interested in how people integrate the words they read into the context of the sentence so far.<h1>Press continue to be redirected to Prolific. </h1>,710405,69,html-button-response,,,
942,i,,,,0.0-0.0,,,0,988,," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",992,0,html-button-response,,,
942,i,,,,0.0-1.0,,,0,16952,,"<h3>Please read these instructions carefully!</h3> </br><p>For this experiment, please place your <b>left index finger on the 'e' key</b> and your <b>right index finger on the 'i' key</b>.</p><p> You will read sentences word by word. However, you will have to guess which word comes next. On each screen you will see two options: one will be the next word in the sentence, and one will not. </p><p><b>Select the word that continues the sentence by pressing 'e' (left-hand) for the word on the left or pressing 'i' (right-hand) for the word on the right.</b></p><p>Select the best word as quickly as you can, but without making too many errors. </p><div><p>Click ""Continue"" to try this on a practice sentence.</p></div>",17945,1,html-button-response,,,
942,i,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3668, 727, 847, 1023, 589, 626, 584, 551, 1009, 1098, 1068, 725, 502, 570]","['x-x-x', 'whom', 'knew', 'appeared', 'emotions', 'know', 'dad', 'lake', 'edition', 'jack', 'fans', 'fund', 'grow', 'died.']",0.0-2.0,,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",,"[2368, 727, 847, 1023, 589, 626, 584, 551, 1009, 1098, 1068, 725, 502, 570]",,,31589,2,maze,,"['This', 'is', 'a', 'practice', 'sentence', 'that', 'you', 'are', 'reading', 'one', 'word', 'at', 'a', 'time.']",
942,i,,,,0.0-3.0,,,0,3845,,"<h3>Please read these instructions carefully!</h3> </br><p>Great job! Now you are ready for the main experiment.</p><p> You will now read 16 short stories in the same word-by-word way.</p><div><p>Click ""Continue"" to start the experiment.</p>",35435,3,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1348, 870, 574, 848, 508, 446, 1149, 1029, 737, 865, 1108, 673, 726, 603, 1256, 1480, 548, 585, 446, 680, 422, 793, 514, 450, 593]","['x-x-x', 'drinks', 'guys', 'anymore', 'push', 'eat', 'apply', 'nations', 'non', 'goes', 'spite.', 'x-x-x', 'else', 'am', 'throws', 'symbolizing', 'lots', 'hill', 'wood', 'basis', 'same', 'sizes', 'gift', 'hear', 'beings.']",0.0-4.0-0.0,7,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",,"[1348, 870, 574, 848, 508, 446, 1149, 1029, 737, 865, 1108, 673, 726, 603, 1256, 1480, 548, 585, 446, 680, 422, 793, 514, 450, 593]",An artist was working at a table holding a long brush. He had a sudden premonition that he was going to knock over a bottle.,,54691,4,maze,setup,"['An', 'artist', 'was', 'working', 'at', 'a', 'table', 'holding', 'a', 'long', 'brush.', 'He', 'had', 'a', 'sudden', 'premonition', 'that', 'he', 'was', 'going', 'to', 'knock', 'over', 'a', 'bottle.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[732, 1010, 618, 633, 442, 668, 1232, 829, 682, 884, 592, 583, 1226, 717, 672, 2169]","['x-x-x', 'bag', 'aware', 'sorry', 'okay', 'knew', 'abroad', 'interviews', 'bill', 'relax', 'ask', 'vote', 'blame', 'defend', 'move', 'agree.']",0.0-4.0-0.1,7,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",,"[732, 1010, 618, 633, 442, 668, 1232, 829, 682, 884, 592, 583, 1226, 717, 672, 2169]",On the table there was a bottle containing some paint and a bottle filled with water.,,68398,5,maze,2-context,"['On', 'the', 'table', 'there', 'was', 'a', 'bottle', 'containing', 'some', 'paint', 'and', 'a', 'bottle', 'filled', 'with', 'water.']",
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[627, 693, 791, 2006, 542, 731, 538, 655, 587, 589, 458, 599, 561]","['x-x-x', 'anyway', 'barristers', 'verdict', 'mean', 'wish', 'depend', 'hear', 'knew', 'meets', 'wait', 'ethic', 'barrow.']",0.0-4.0-0.2,7,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",,"[627, 693, 791, 2006, 542, 731, 538, 655, 587, 589, 458, 599, 561]",The artist accidently knocked over the bottle with the brush and swore loudly.,,77785,6,maze,VP,"['The', 'artist', 'accidently', 'knocked', 'over', 'the', 'bottle', 'with', 'the', 'brush', 'and', 'swore', 'loudly.']",
942,i,,,,0.0-5.0,,,,,,,78788,7,html-button-response,,,
942,i,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[575, 1028, 815, 683, 685, 759, 531, 1057, 790, 787, 1950, 700, 841, 553, 734, 915, 623, 1559, 1855, 741]","['x-x-x', 'disagreements', 'decade', 'lake', 'heard', 'democrat', 'miss', 'attest', 'vain.', 'x-x-x', 'emplacements', 'carol', 'lady', 'jack', 'mouth', 'anti', 'hill', 'cops', 'bag', 'nor.']",0.0-6.0-0.0,4,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",,"[575, 1028, 815, 683, 685, 759, 531, 1057, 790, 787, 1950, 700, 841, 553, 734, 915, 623, 1559, 529, 741]",A schoolteacher walked into class carrying a bamboo cane. He sadistically hoped that he would have to beat a boy.,,96994,8,maze,setup,"['A', 'schoolteacher', 'walked', 'into', 'class', 'carrying', 'a', 'bamboo', 'cane.', 'He', 'sadistically', 'hoped', 'that', 'he', 'would', 'have', 'to', 'beat', 'a', 'boy.']",
