workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,order,response,rt,stimulus,time_elapsed,trial_index,trial_type,words,error
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[594, 587, 1754, 661, 594, 511, 643, 528, 917, 550, 724, 831, 479, 552, 2266, 797, 535, 686, 691, 643, 550, 1483]","['x-x-x', 'girl', 'warn', 'guess', 'fan', 'die', 'aids', 'same', 'cash', 'job', 'gets', 'alma', 'holy', 'tax', 'sans', 'poor', 'income', 'rich', 'list', 'plat', 'drug', 'met.']",0.0-22.0-0.1,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",,"[594, 587, 1754, 661, 594, 511, 643, 528, 917, 550, 724, 831, 479, 552, 2266, 797, 535, 686, 691, 643, 550, 431]",,486682,41,maze,"['Inside', 'the', 'cage', 'there', 'was', 'a', 'lion', 'that', 'had', 'a', 'big', 'mane', 'and', 'a', 'puma', 'that', ""didn't"", 'have', 'any', 'mane', 'at', 'all.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[841, 622, 584, 664, 473, 863, 553, 745, 567, 517, 633, 810, 537]","['x-x-x', 'slid', 'minesweeping', 'loss', 'ours', 'same', 'add', 'quo', 'hoc', 'year', 'term', 'premiums', 'gone.']",0.0-22.0-0.2,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",,"[841, 622, 584, 664, 473, 863, 553, 745, 567, 517, 633, 810, 537]",,495095,42,maze,"['The', 'vet', 'tranquilised', 'the', 'lion', 'with', 'the', 'big', 'mane', 'and', 'then', 'examined', 'it.']",
938,1,,,,0.0-23.0,,,,,496098,43,html-button-response,,
938,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6465, 1100, 776, 628, 562, 1420, 834, 459, 560, 696, 4687, 499, 563, 627, 507, 582, 496, 684, 604, 679, 584]","['x-x-x', 'fringes', 'ones', 'nations', 'sell', 'sold', 'frank', 'pain', 'lady', 'info', 'channels', 'yes', 'rates', 'vain.', 'x-x-x', 'sun', 'plus', 'olive', 'term', 'read', 'sake.']",0.0-24.0-0.0,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",,"[6465, 1100, 776, 628, 562, 535, 834, 459, 560, 696, 4687, 499, 563, 627, 507, 582, 496, 684, 604, 679, 584]",,520118,44,maze,"['A', 'fireman', 'was', 'running', 'to', 'the', 'scene', 'of', 'a', 'fire', 'carrying', 'a', 'heavy', 'axe.', 'He', 'had', 'to', 'smash', 'down', 'a', 'door.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[473, 841, 661, 597, 728, 603, 516, 467, 712, 550, 755, 604, 764, 971, 555, 490, 427, 587, 786, 508, 493, 542, 557, 476, 869, 1311]","['x-x-x', 'lie', 'till', 'mark', 'week', 'ought', 'non', 'push', 'thus', 'ways', 'smart', 'send', 'ages', 'teams', 'mind', 'card', 'does', 'cites', 'lied', 'drug', 'tax', 'prices', 'rates', 'cash', 'cleric', 'sing.']",0.0-24.0-0.1,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",,"[473, 841, 661, 597, 728, 603, 516, 467, 712, 550, 755, 604, 764, 971, 555, 490, 427, 587, 786, 508, 493, 542, 557, 476, 869, 457]",,536972,45,maze,"['When', 'he', 'got', 'to', 'the', 'scene', 'of', 'the', 'fire', 'he', 'found', 'a', 'door', 'which', 'had', 'a', 'very', 'rusty', 'lock', 'and', 'a', 'door', 'which', 'was', 'nailed', 'shut.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[528, 527, 904, 552, 504, 545, 497, 605, 1449, 879, 703, 3156, 1081, 528]","['x-x-x', 'modeled', 'apostle', 'lack', 'send', 'none', 'hope', 'sell', 'align', 'vary', 'week', 'debut', 'concerto', 'girl.']",0.0-24.0-0.2,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",,"[528, 527, 904, 552, 504, 545, 497, 605, 1449, 879, 703, 3156, 1081, 528]",,549435,46,maze,"['The', 'fireman', 'smashed', 'down', 'the', 'door', 'with', 'the', 'heavy', 'axe', 'but', 'smoke', 'overcame', 'him.']",
938,1,,,,0.0-25.0,,,,,550437,47,html-button-response,,
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[819, 1276, 607, 1401, 600, 1024, 520, 453, 783, 459, 436, 1222, 663, 1374, 1101]","['x-x-x', 'raiders', 'ones', 'terminate', 'same', 'rioted', 'abuses.', 'x-x-x', 'guy', 'worry', 'sun', 'loud', 'lie', 'non', 'findings.']",0.0-26.0-0.0,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",,"[819, 1276, 607, 1401, 600, 1024, 520, 453, 783, 459, 436, 1222, 663, 551, 1101]",,563184,48,maze,"['A', 'chemist', 'was', 'adjusting', 'a', 'bunsen', 'burner.', 'He', 'was', 'about', 'to', 'heat', 'up', 'a', 'solution.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[633, 725, 1113, 745, 515, 555, 934, 459, 559, 477, 1039, 457, 584, 469, 576, 543, 650, 589, 630]","['x-x-x', 'ring', 'ought', 'worse', 'cat', 'die', 'diseases', 'lives', 'girl', 'kiss', 'robotics', 'sea', 'hurt', 'gay', 'army', 'granted', 'physicians', 'ride', 'pier.']",0.0-26.0-0.1,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",,"[633, 725, 1113, 745, 515, 555, 934, 459, 559, 477, 1039, 457, 584, 469, 576, 543, 650, 589, 630]",,575440,49,maze,"['On', 'his', 'bench', 'there', 'was', 'a', 'solution', 'which', 'had', 'blue', 'crystals', 'in', 'it', 'and', 'a', 'powder', 'containing', 'red', 'dye.']",
938,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1293, 635, 670, 664, 625, 522, 622, 557, 551, 700, 589, 663, 696, 716]","['x-x-x', 'expands', 'brakes', 'gain', 'becoming', 'fear', 'park', 'haunts', 'weddings', 'fun', 'ride', 'mum', 'nice', 'mark.']",0.0-26.0-0.2,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",,"[505, 635, 670, 664, 625, 522, 622, 557, 551, 700, 589, 663, 696, 716]",,584948,50,maze,"['The', 'chemist', 'heated', 'the', 'solution', 'with', 'the', 'bunsen', 'burner', 'but', 'the', 'gas', 'went', 'out.']",
938,1,,,,0.0-27.0,,,,,585951,51,html-button-response,,
938,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1455, 650, 1309, 794, 671, 661, 473, 599, 1575, 652, 479, 900, 643, 555, 624, 517, 1359, 457, 1014]","['x-x-x', 'rest', 'ice', 'regulators', 'pull', 'runs', 'slow', 'code', 'race', 'case', 'road', 'along', 'sells.', 'x-x-x', 'holiday', 'bus', 'chips', 'walk', 'hire.']",0.0-28.0-0.0,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",,"[1455, 650, 484, 794, 671, 661, 473, 599, 1575, 652, 479, 900, 643, 555, 624, 517, 1359, 457, 1014]",,601347,52,maze,"['A', 'man', 'was', 'decorating', 'a', 'room', 'and', 'had', 'with', 'him', 'a', 'large', 'brush.', 'He’d', 'decided', 'to', 'paint', 'a', 'door.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[603, 553, 594, 629, 519, 408, 676, 607, 504, 529, 782, 668, 492, 613, 1357, 620, 777, 529, 528, 585]","['x-x-x', 'able', 'gave', 'proud', 'son', 'took', 'asks', 'terms', 'job', 'dog', 'knows', 'kings', 'days', 'talk', 'drug', 'army', 'agency', 'peace', 'election', 'aware.']",0.0-28.0-0.1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",,"[603, 553, 594, 629, 519, 408, 676, 607, 504, 529, 782, 668, 492, 613, 509, 620, 777, 529, 528, 585]",,613927,53,maze,"['In', 'the', 'room', 'there', 'was', 'a', 'door', 'which', 'had', 'a', 'large', 'crack', 'in', 'it', 'and', 'a', 'window', 'which', ""wouldn't"", 'close.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[503, 744, 641, 487, 667, 599, 544, 715, 488, 608, 506, 610, 1887, 912, 499, 649]","['x-x-x', 'seen', 'weekend', 'tree', 'firms', 'bit', 'suck', 'fair', 'may', 'alone', 'forth', 'walk', 'code', 'won', 'ranked', 'union.']",0.0-28.0-0.2,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",,"[503, 744, 641, 487, 667, 599, 544, 715, 488, 608, 506, 610, 1887, 912, 499, 649]",,624991,54,maze,"['The', 'man', 'decided', 'to', 'paint', 'the', 'door', 'with', 'the', 'large', 'crack', 'and', 'do', 'the', 'window', 'later.']",
938,1,,,,0.0-29.0,,,,,625993,55,html-button-response,,
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1924, 797, 633, 520, 806, 724, 829, 1292, 605, 813, 512, 646, 791, 494, 749, 454, 589]","['x-x-x', 'loans', 'text', 'anymore', 'learn', 'cup', 'option', 'funerals', 'list', 'deals', 'relate.', 'x-x-x', 'ford', 'trip', 'traverse', 'yes', 'decide.']",0.0-30.0-0.0,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",,"[1924, 797, 633, 520, 806, 724, 829, 1292, 605, 813, 512, 646, 791, 494, 749, 454, 589]",,639175,56,maze,"['A', 'drunk', 'was', 'walking', 'along', 'a', 'street', 'wielding', 'an', 'empty', 'bottle.', 'He', 'felt', 'like', 'smashing', 'a', 'window.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[565, 930, 1173, 820, 578, 973, 548, 484, 1203, 447, 1150, 558, 464, 503, 757, 1257, 957, 534, 781, 741, 503]","['x-x-x', 'shall', 'best', 'done', 'rate', 'wild', 'feel', 'abroad', 'self', 'risk', 'emerged', 'plays', 'list', 'gain', 'decide', 'fear', 'worst', 'fun', 'yoga', 'province', 'idea.']",0.0-30.0-0.1,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",,"[565, 930, 1173, 820, 578, 973, 548, 484, 1203, 447, 1150, 558, 464, 503, 757, 1257, 957, 534, 781, 741, 503]",,655106,57,maze,"['In', 'front', 'of', 'him', 'he', 'saw', 'a', 'window', 'made', 'of', 'stained', 'glass', 'and', 'a', 'glass', 'door', 'which', 'had', 'bars', 'covering', 'it.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1222, 800, 536, 609, 758, 711, 477, 966, 1366, 823, 1107, 511, 739]","['x-x-x', 'apart', 'clarify', 'cost', 'indeed', 'sure', 'trip', 'define', 'useful', 'ask', 'linguists', 'rate', 'resource.']",0.0-30.0-0.2,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]",,"[1222, 800, 536, 609, 758, 711, 477, 966, 522, 823, 1107, 511, 739]",,665738,58,maze,"['The', 'drunk', 'smashed', 'the', 'window', 'with', 'the', 'stained', 'glass', 'and', 'staggered', 'off', 'laughing.']",
938,1,,,,0.0-31.0,,,,,666740,59,html-button-response,,
938,1,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1081, 748, 546, 589, 1518, 767, 839, 987, 475, 646, 787, 481, 991, 669, 1111, 890, 1266, 705, 570, 778, 480, 1272, 620, 538, 703]","['x-x-x', 'drinks', 'guys', 'anymore', 'push', 'eat', 'apply', 'nations', 'non', 'goes', 'spite.', 'x-x-x', 'else', 'am', 'throws', 'symbolizing', 'lots', 'hill', 'wood', 'basis', 'same', 'sizes', 'gift', 'hear', 'beings.']",0.0-32.0-0.0,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",,"[1081, 748, 546, 589, 695, 767, 839, 987, 475, 646, 787, 481, 991, 669, 1111, 890, 530, 705, 570, 778, 480, 1272, 620, 538, 703]",,686809,60,maze,"['An', 'artist', 'was', 'working', 'at', 'a', 'table', 'holding', 'a', 'long', 'brush.', 'He', 'had', 'a', 'sudden', 'premonition', 'that', 'he', 'was', 'going', 'to', 'knock', 'over', 'a', 'bottle.']",
938,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[489, 1010, 582, 641, 753, 1198, 821, 871, 618, 518, 519, 633, 645, 888, 623, 715]","['x-x-x', 'bag', 'aware', 'sorry', 'okay', 'knew', 'abroad', 'interviews', 'bill', 'relax', 'ask', 'vote', 'blame', 'defend', 'move', 'agree.']",0.0-32.0-0.1,"[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",,"[489, 1010, 582, 641, 753, 497, 821, 871, 618, 518, 519, 633, 645, 888, 623, 715]",,698341,61,maze,"['On', 'the', 'table', 'there', 'was', 'a', 'bottle', 'containing', 'some', 'paint', 'and', 'a', 'bottle', 'filled', 'with', 'water.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[548, 497, 697, 649, 552, 615, 756, 584, 561, 798, 674, 927, 702]","['x-x-x', 'anyway', 'barristers', 'verdict', 'mean', 'wish', 'depend', 'hear', 'knew', 'meets', 'wait', 'ethic', 'barrow.']",0.0-32.0-0.2,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0]",,"[548, 497, 697, 649, 552, 615, 756, 584, 561, 798, 674, 927, 702]",,706907,62,maze,"['The', 'artist', 'accidently', 'knocked', 'over', 'the', 'bottle', 'with', 'the', 'paint', 'and', 'swore', 'loudly.']",
938,1,,,,0.0-33.0,,,,,707910,63,html-button-response,,
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[720, 680, 694, 724, 891, 756, 501, 1185, 714, 884, 1937, 678, 576, 831, 584, 1902, 644, 1571]","['x-x-x', 'nets', 'loss', 'dollars', 'say', 'ran', 'applies', 'why', 'won', 'held', 'equip.', 'x-x-x', 'spot', 'nightmare', 'wall', 'skin', 'boy', 'fees.']",0.0-34.0-0.0,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",,"[720, 680, 694, 724, 891, 756, 501, 1185, 714, 884, 1937, 678, 576, 831, 584, 1125, 644, 1571]",,724386,64,maze,"['A', 'chef', 'was', 'working', 'in', 'his', 'kitchen', 'by', 'a', 'food', 'mixer.', 'He', 'was', 'preparing', 'to', 'make', 'a', 'cake.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[858, 814, 485, 500, 824, 445, 838, 691, 504, 532, 623, 745, 1031, 1188, 596, 649, 711, 874, 1422, 595, 601]","['x-x-x', 'wall', 'took', 'kept', 'reached', 'son', 'basis', 'rose', 'size', 'null', 'win', 'cops', 'conclusion', 'audit', 'tweet', 'role', 'west', 'rely', 'impose', 'sort', 'est.']",0.0-34.0-0.1,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",,"[858, 814, 485, 500, 824, 445, 838, 691, 504, 532, 623, 745, 1031, 1188, 596, 649, 711, 874, 1422, 595, 601]",,739917,65,maze,"['Somebody', 'came', 'into', 'the', 'kitchen', 'and', 'asked', 'him', 'to', 'bake', 'a', 'cake', 'containing', 'dried', 'fruit', 'and', 'a', 'pie', 'topped', 'with', 'jam.']",
938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[602, 716, 648, 501, 615, 571, 839, 486, 661, 1721, 663, 544, 557, 563, 531, 711]","['x-x-x', 'spam', 'dollars', 'sign', 'cell', 'west', 'ours', 'role', 'ran', 'peer', 'wards', 'war', 'inch', 'give', 'tell', 'grew.']",0.0-34.0-0.2,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",,"[602, 716, 648, 501, 615, 571, 839, 486, 661, 1721, 663, 544, 557, 563, 531, 711]",,750850,66,maze,"['The', 'chef', 'started', 'to', 'make', 'the', 'cake', 'with', 'the', 'food', 'mixer', 'but', 'ran', 'out', 'of', 'eggs.']",
938,1,,,,0.0-35.0,,,,,751853,67,html-button-response,,
938,1,,,,0.0-36.0,,"{'other': '', 'errors': '', 'length': '', 'strange': '', 'understand': '', 'what-about': ''}",9115,,760975,68,survey-text,,
938,1,,,,0.0-37.0,,0,1254,<h2>Many thanks for participating!</h2><p>We are interested in how people integrate the words they read into the context of the sentence so far.<h1>Press continue to be redirected to Prolific. </h1>,762230,69,html-button-response,,
936,1,,,,0.0-0.0,,0,1486," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",1496,0,html-button-response,,
936,1,,,,0.0-1.0,,0,875,"<h3>Please read these instructions carefully!</h3> </br><p>For this experiment, please place your <b>left index finger on the 'e' key</b> and your <b>right index finger on the 'i' key</b>.</p><p> You will read sentences word by word. However, you will have to guess which word comes next.On each screen you will see two options: one will be the next word in the sentence, and one will not. </p><p><b>Select the word that continues the sentence by pressing 'e' (left-hand) for the word on the left or pressing 'i' (right-hand) for the word on the right.</b></p><p>Select the best word as quickly as you can, but without making too many errors. </p><div><p>Click ""Continue"" to try this on a practice sentence.</p></div>",2372,1,html-button-response,,
936,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2446, 549, 471, 420, 615, 594, 746, 498, 492, 468, 517, 458, 432, 498]","['x-x-x', 'whom', 'knew', 'appeared', 'emotions', 'know', 'dad', 'lake', 'edition', 'jack', 'fans', 'fund', 'grow', 'died.']",0.0-2.0,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",,"[1326, 549, 471, 420, 615, 594, 746, 498, 492, 468, 517, 458, 432, 498]",,11587,2,maze,"['This', 'is', 'a', 'practice', 'sentence', 'that', 'you', 'are', 'reading', 'one', 'word', 'at', 'a', 'time.']",
936,1,,,,0.0-3.0,,0,1485,"<h3>Please read these instructions carefully!</h3> </br><p>Great job! Now you are ready for the main experiment.</p><p> You will now read 16 short stories in the same word-by-word way.</p><div><p>Click ""Continue"" to start the experiment.</p>",13073,3,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[580, 1065, 454, 448, 466, 1390, 563, 526, 439, 543, 575, 550, 593, 678, 490, 540, 519, 483]","['x-x-x', 'brothels', 'lots', 'deserve', 'apply', 'grow', 'option', 'nonsense', 'kill', 'shall', 'kings.', 'x-x-x', 'lot', 'memories', 'am', 'unless', 'want', 'instances.']",0.0-4.0-0.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",,"[580, 1065, 454, 448, 466, 534, 563, 526, 439, 543, 575, 550, 593, 678, 490, 540, 519, 483]",,23980,4,maze,"['A', 'skinhead', 'was', 'walking', 'along', 'a', 'street', 'carrying', 'a', 'large', 'knife.', 'He', 'was', 'planning', 'to', 'attack', 'a', 'policeman.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[524, 585, 563, 503, 818, 495, 481, 491, 455, 574, 508, 617, 466, 430, 559, 856, 774, 635]","['x-x-x', 'girlfriend', 'wild', 'feel', 'terminals', 'holy', 'lake', 'page', 'users', 'jays', 'kids', 'meet', 'born', 'buy', 'deal', 'enrolment', 'nations', 'observable.']",0.0-4.0-0.1,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]",,"[524, 585, 563, 503, 818, 495, 481, 491, 455, 574, 508, 617, 466, 430, 559, 856, 774, 635]",,34318,5,maze,"['He', 'eventually', 'saw', 'a', 'policeman', 'who', 'had', 'a', 'large', 'scar', 'on', 'his', 'face', 'and', 'a', 'policewoman', 'wearing', 'spectacles.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[730, 493, 527, 611, 588, 450, 411, 377, 465, 499, 482, 506, 659]","['x-x-x', 'imitated', 'grateful', 'provider', 'want', 'comprises', 'date', 'grow', 'owns', 'lots', 'mean', 'sake', 'sold.']",0.0-4.0-0.2,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",,"[730, 493, 527, 611, 588, 450, 411, 377, 465, 499, 482, 506, 659]",,41119,6,maze,"['The', 'skinhead', 'suddenly', 'attacked', 'the', 'policeman', 'with', 'the', 'knife', 'and', 'then', 'ran', 'off.']",
936,1,,,,0.0-5.0,,,,,42121,7,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[558, 550, 440, 427, 493, 1206, 645, 610, 458, 461, 479, 671, 743, 494, 423, 390, 399, 431, 792, 391, 513, 399, 489]","['x-x-x', 'batters', 'join', 'videos', 'goal', 'types', 'rose', 'died', 'terms', 'male', 'firm', 'size', 'writes', 'suck', 'wind', 'skin', 'thus.', 'x-x-x', 'happen', 'foot', 'upon', 'lie', 'tend.']",0.0-6.0-0.0,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",,"[558, 550, 440, 427, 493, 1206, 645, 610, 458, 461, 479, 671, 743, 494, 423, 390, 399, 431, 792, 391, 513, 399, 489]",,54586,8,maze,"['A', 'burglar', 'was', 'trying', 'to', 'break', 'into', 'a', 'house', 'and', 'had', 'a', 'credit', 'card', 'in', 'his', 'hand.', 'He', 'wanted', 'to', 'open', 'a', 'door.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[452, 590, 556, 509, 491, 399, 588, 529, 623, 420, 490, 479, 383, 397, 398, 505, 1398]","['x-x-x', 'queen', 'draw', 'onto', 'stars', 'fat', 'dog', 'assert', 'tons', 'poor', 'boys', 'movies', 'weird', 'gay', 'race', 'propose', 'gifts.']",0.0-6.0-0.1,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",,"[452, 590, 556, 509, 491, 399, 588, 529, 623, 420, 490, 479, 383, 397, 398, 505, 554]",,63838,9,maze,"['He', 'found', 'a', 'door', 'which', 'had', 'a', 'faulty', 'lock', 'and', 'a', 'door', 'which', 'had', 'a', 'cracked', 'frame.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[436, 413, 503, 380, 418, 775, 401, 626, 1446, 588, 676, 606, 580]","['x-x-x', 'expands', 'silver', 'drop', 'thus', 'male', 'site', 'relies', 'tend', 'sea', 'affairs', 'honesty', 'degree.']",0.0-6.0-0.2,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",,"[436, 413, 503, 380, 418, 775, 401, 626, 458, 588, 676, 606, 580]",,71691,10,maze,"['The', 'burglar', 'opened', 'the', 'door', 'with', 'the', 'credit', 'card', 'and', 'quickly', 'slipped', 'inside.']",
936,1,,,,0.0-7.0,,,,,72730,11,html-button-response,,
936,1,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[1295, 533, 560, 605, 438, 1386, 491, 390, 459, 607, 565, 400, 365, 1439, 595, 523, 442, 596, 650]","['x-x-x', 'aftermath', 'luck', 'dollars', 'al', 'hurt', 'Happens', 'Forget', 'require', 'lose', 'dermatitis', 'ideas.', 'x-x-x', 'odds', 'idea', 'hate', 'miles', 'bet', 'suck.']",0.0-8.0-0.0,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",,"[459, 533, 560, 605, 438, 537, 491, 390, 459, 607, 565, 400, 365, 607, 595, 523, 442, 596, 650]",,85077,12,maze,"['A', 'historian', 'was', 'working', 'in', 'the', 'British', 'Museum', 'holding', 'a', 'magnifying', 'glass.', 'He’d', 'sat', 'down', 'to', 'study', 'a', 'map.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[453, 596, 579, 478, 567, 431, 586, 541, 554, 468, 715, 566, 378, 660, 575, 759, 729, 506, 483, 636]","['x-x-x', 'dad', 'tons', 'queen', 'soul', 'knew', 'whom', 'goals', 'mom', 'vote', 'cosmetics', 'pigs', 'kids', 'pro', 'investing', 'trump', 'salary', 'girl', 'happens', 'employees.']",0.0-8.0-0.1,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",,"[453, 596, 579, 478, 567, 431, 586, 541, 554, 468, 715, 566, 378, 660, 575, 759, 729, 506, 483, 636]",,96343,13,maze,"['On', 'his', 'desk', 'there', 'was', 'a', 'map', 'which', 'had', 'an', 'appalling', 'tear', 'and', 'a', 'map', 'which', 'seemed', 'in', 'perfect', 'condition.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[601, 758, 524, 586, 879, 505, 593, 582, 1350, 653, 499, 525, 506, 521, 758, 481]","['x-x-x', 'adulthood', 'kids', 'oh', 'china', 'door', 'bye', 'wait', 'eat', 'reimbursed', 'whom', 'mom', 'card', 'rise', 'types', 'bill.']",0.0-8.0-0.2,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",,"[601, 758, 524, 586, 879, 505, 593, 582, 427, 653, 499, 525, 506, 521, 758, 481]",,106666,14,maze,"['The', 'historian', 'had', 'to', 'study', 'the', 'map', 'with', 'the', 'appalling', 'tear', 'so', 'as', 'to', 'value', 'it.']",
936,1,,,,0.0-9.0,,,,,107667,15,html-button-response,,
