workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,item,order,response,rt,sentence,stimulus,time_elapsed,trial_index,trial_type,type,words,error
1031,1,,,,0.0-27.0,,,,,,,3059193,51,html-button-response,,,
1031,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[34881, 803, 661, 827, 558, 1115, 796, 36114, 648, 868, 731, 504, 1186, 741, 649, 933, 658, 685]","['x-x-x', 'nets', 'loss', 'dollars', 'say', 'ran', 'applies', 'why', 'won', 'held', 'equip.', 'x-x-x', 'spot', 'nightmare', 'wall', 'skin', 'boy', 'fees.']",0.0-28.0-0.0,29,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",,"[34881, 803, 661, 827, 558, 550, 796, 36114, 648, 868, 731, 504, 1186, 741, 649, 933, 658, 685]",A chef was working in his kitchen by a food mixer. He was preparing to make a cake.,,3142567,52,maze,setup,"['A', 'chef', 'was', 'working', 'in', 'his', 'kitchen', 'by', 'a', 'food', 'mixer.', 'He', 'was', 'preparing', 'to', 'make', 'a', 'cake.']",
1031,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[681, 84398, 1028, 544, 570, 712, 925, 748, 442, 540, 607, 479, 855, 873, 385, 549, 516, 714, 752, 624, 615]","['x-x-x', 'wall', 'took', 'kept', 'reached', 'son', 'basis', 'rose', 'size', 'null', 'win', 'cops', 'conclusion', 'audit', 'tweet', 'role', 'west', 'rely', 'impose', 'sort', 'est.']",0.0-28.0-0.1,29,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",,"[681, 83867, 1028, 544, 570, 712, 925, 748, 442, 540, 607, 479, 855, 873, 385, 549, 516, 714, 752, 624, 615]",Somebody came into the kitchen and asked him to bake a cake containing dried fruit and a pie topped with jam.,,3240141,53,maze,1-context,"['Somebody', 'came', 'into', 'the', 'kitchen', 'and', 'asked', 'him', 'to', 'bake', 'a', 'cake', 'containing', 'dried', 'fruit', 'and', 'a', 'pie', 'topped', 'with', 'jam.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[587, 443, 535, 499, 618, 563, 557, 571, 554, 693, 582, 727, 857, 657, 438, 755]","['x-x-x', 'spam', 'dollars', 'sign', 'cell', 'west', 'ours', 'role', 'ran', 'peer', 'wards', 'war', 'inch', 'give', 'tell', 'grew.']",0.0-28.0-0.2,29,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",,"[587, 443, 535, 499, 618, 563, 557, 571, 554, 693, 582, 727, 857, 657, 438, 755]",The chef started to make the cake with the food mixer but ran out of eggs.,,3249788,54,maze,VP,"['The', 'chef', 'started', 'to', 'make', 'the', 'cake', 'with', 'the', 'food', 'mixer', 'but', 'ran', 'out', 'of', 'eggs.']",
1031,1,,,,0.0-29.0,,,,,,,3250801,55,html-button-response,,,
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2710, 885, 579, 553, 480, 531, 515, 498, 750, 494, 563, 809, 571, 967, 896, 396, 730, 574, 577, 958, 699, 581, 573, 452, 858]","['x-x-x', 'capacities', 'cool', 'gold', 'text', 'sun', 'each', 'fat', 'does', 'feel', 'rate', 'overthrew.', 'x-x-x', 'move', 'ring', 'park', 'east', 'link', 'met', 'substances', 'reached', 'feet', 'starship', 'wear', 'calls.']",0.0-30.0-0.0,21,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",,"[2710, 885, 579, 553, 480, 531, 515, 498, 750, 494, 563, 809, 571, 967, 896, 396, 730, 574, 577, 958, 699, 581, 573, 452, 858]",A demolition man was on his way to work in his bulldozer. He’d been told to go to a particular address to demolish a house.,,3269014,56,maze,setup,"['A', 'demolition', 'man', 'was', 'on', 'his', 'way', 'to', 'work', 'in', 'his', 'bulldozer.', 'He’d', 'been', 'told', 'to', 'go', 'to', 'a', 'particular', 'address', 'to', 'demolish', 'a', 'house.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[557, 648, 452, 728, 502, 793, 468, 766, 532, 455, 850, 731, 795, 774, 575, 857, 561, 514, 553, 616, 569, 788, 911]","['x-x-x', 'bed', 'uses', 'follows', 'wear', 'brown', 'walk', 'comes', 'super', 'push', 'step', 'comets', 'deployed', 'me', 'goes', 'anyway', 'pain', 'fear', 'except', 'trouble', 'data', 'ford', 'encoding.']",0.0-30.0-0.1,21,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",,"[557, 648, 452, 728, 502, 793, 468, 766, 532, 455, 850, 731, 795, 774, 575, 857, 561, 514, 553, 616, 569, 788, 911]",Once at the address he found a house which had an ornate fountain in its garden and a church covered in fine carvings.,,3284021,57,maze,1-context,"['Once', 'at', 'the', 'address', 'he', 'found', 'a', 'house', 'which', 'had', 'an', 'ornate', 'fountain', 'in', 'its', 'garden', 'and', 'a', 'church', 'covered', 'in', 'fine', 'carvings.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[637, 773, 635, 719, 1028, 579, 620, 656, 578, 540, 638, 1049, 598, 917]","['x-x-x', 'yet', 'insulation', 'draw', 'maybe', 'pick', 'via', 'marathons', 'gay', 'deal', 'annual', 'fat', 'heard', 'our.']",0.0-30.0-0.2,21,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",,"[637, 773, 635, 719, 1028, 579, 620, 656, 578, 540, 638, 1049, 598, 917]",The man demolished the house with the fountain but it wasn't the right one.,,3293999,58,maze,NP,"['The', 'man', 'demolished', 'the', 'house', 'with', 'the', 'fountain', 'but', 'it', ""wasn't"", 'the', 'right', 'one.']",
1031,1,,,,0.0-31.0,,,,,,,3295010,59,html-button-response,,,
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2295, 824, 728, 467, 476, 1245, 748, 1013, 641, 1135, 619, 491, 699, 633, 622, 501, 565]","['x-x-x', 'pots', 'gold', 'took', 'thus', 'method', 'tons', 'teachers', 'rate', 'reap', 'earn.', 'x-x-x', 'door', 'foot', 'echinoderms', 'cup', 'sits.']",0.0-32.0-0.0,19,"[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",,"[2295, 824, 728, 467, 476, 1245, 748, 1013, 641, 1135, 619, 491, 699, 633, 622, 501, 565]",A vet went into an animal cage carrying a dart gun. He had to tranquilise a lion.,,3308723,60,maze,setup,"['A', 'vet', 'went', 'into', 'an', 'animal', 'cage', 'carrying', 'a', 'dart', 'gun.', 'He', 'had', 'to', 'tranquilise', 'a', 'lion.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[614, 532, 572, 521, 490, 551, 519, 563, 638, 482, 544, 658, 523, 1428, 645, 567, 607, 880, 535, 1216, 615, 694]","['x-x-x', 'girl', 'warn', 'guess', 'fan', 'die', 'aids', 'same', 'cash', 'job', 'gets', 'alma', 'holy', 'tax', 'sans', 'poor', 'income', 'rich', 'list', 'plat', 'drug', 'met.']",0.0-32.0-0.1,19,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",,"[614, 532, 572, 521, 490, 551, 519, 563, 638, 482, 544, 658, 523, 1428, 645, 567, 607, 880, 535, 1216, 615, 694]",Inside the cage there was a lion that had a big mane and a lion that didn't have any mane at all.,,3323130,61,maze,2-context,"['Inside', 'the', 'cage', 'there', 'was', 'a', 'lion', 'that', 'had', 'a', 'big', 'mane', 'and', 'a', 'lion', 'that', ""didn't"", 'have', 'any', 'mane', 'at', 'all.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[510, 609, 740, 766, 558, 564, 526, 604, 652, 546, 698, 872, 651]","['x-x-x', 'slid', 'minesweeping', 'loss', 'ours', 'same', 'add', 'quo', 'hoc', 'year', 'term', 'premiums', 'gone.']",0.0-32.0-0.2,19,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",,"[510, 609, 740, 766, 558, 564, 526, 604, 652, 546, 698, 872, 651]",The vet tranquilised the lion with the dart gun and then examined it.,,3331433,62,maze,VP,"['The', 'vet', 'tranquilised', 'the', 'lion', 'with', 'the', 'dart', 'gun', 'and', 'then', 'examined', 'it.']",
1031,1,,,,0.0-33.0,,,,,,,3332434,63,html-button-response,,,
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2670, 1483, 524, 489, 630, 607, 536, 1734, 940, 623, 1146, 814, 558, 510, 547, 660, 812, 668, 809, 660]","['x-x-x', 'disagreements', 'decade', 'lake', 'heard', 'democrat', 'miss', 'attest', 'vain.', 'x-x-x', 'emplacements', 'carol', 'lady', 'jack', 'mouth', 'anti', 'hill', 'cops', 'bag', 'nor.']",0.0-34.0-0.0,4,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",,"[2670, 1483, 524, 489, 630, 607, 536, 1734, 940, 623, 1146, 814, 558, 510, 547, 660, 812, 668, 809, 660]",A schoolteacher walked into class carrying a bamboo cane. He sadistically hoped that he would have to beat a boy.,,3349857,64,maze,setup,"['A', 'schoolteacher', 'walked', 'into', 'class', 'carrying', 'a', 'bamboo', 'cane.', 'He', 'sadistically', 'hoped', 'that', 'he', 'would', 'have', 'to', 'beat', 'a', 'boy.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[627, 942, 725, 766, 799, 603, 700, 1024, 648, 695, 750, 696, 820, 660, 606, 641, 821, 1222, 950, 1213, 711, 614, 670]","['x-x-x', 'deserved', 'okay', 'luck', 'jack', 'miss', 'nor', 'ways', 'mid', 'sale', 'prices', 'via', 'tax', 'vs', 'till', 'anti', 'sour', 'achieve', 'market', 'types', 'al', 'soul', 'plus.']",0.0-34.0-0.1,4,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",,"[627, 942, 725, 766, 799, 603, 700, 1024, 648, 695, 750, 696, 820, 660, 606, 641, 821, 1222, 950, 1213, 711, 614, 670]",On entering he saw that a boy who had a broken leg and a boy who wore glasses didn't stand up for him.,,3367768,65,maze,2-context,"['On', 'entering', 'he', 'saw', 'that', 'a', 'boy', 'who', 'had', 'a', 'broken', 'leg', 'and', 'a', 'boy', 'who', 'wore', 'glasses', ""didn't"", 'stand', 'up', 'for', 'him.']",
1031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[759, 831, 895, 641, 714, 620, 606, 872, 729, 544, 619, 602, 726, 962, 624]","['x-x-x', 'characterised', 'anti', 'seem', 'nor', 'date', 'know', 'exists', 'vary', 'fact', 'sale', 'via', 'global', 'wars', 'laws.']",0.0-34.0-0.2,4,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",,"[759, 831, 895, 641, 714, 620, 606, 872, 729, 544, 619, 602, 726, 962, 624]",The schoolteacher beat the boy with the bamboo cane but the boy didn't cry out.,,3378521,66,maze,VP,"['The', 'schoolteacher', 'beat', 'the', 'boy', 'with', 'the', 'bamboo', 'cane', 'but', 'the', 'boy', ""didn't"", 'cry', 'out.']",
1031,1,,,,0.0-35.0,,,,,,,3379531,67,html-button-response,,,
1031,1,,,,0.0-36.0,,,"{'other': 'None', 'errors': 'None', 'length': 'A bit long', 'strange': 'In a way the words had a similar kind of pattern', 'understand': 'Yea', 'what-about': 'Words predictions'}",55042,,,3434586,68,survey-text,,,
1031,1,,,,0.0-37.0,,,0,2246,,<h2>Many thanks for participating!</h2><p>We are interested in how people integrate the words they read into the context of the sentence so far.<h1>Press continue to be redirected to Prolific. </h1>,3436835,69,html-button-response,,,
1029,1,,,,0.0-0.0,,,0,52053,," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",52055,0,html-button-response,,,
1029,1,,,,0.0-1.0,,,0,84614,,"<h3>Please read these instructions carefully!</h3> </br><p>For this experiment, please place your <b>left index finger on the 'e' key</b> and your <b>right index finger on the 'i' key</b>.</p><p> You will read sentences word by word. However, you will have to guess which word comes next. On each screen you will see two options: one will be the next word in the sentence, and one will not. </p><p><b>Select the word that continues the sentence by pressing 'e' (left-hand) for the word on the left or pressing 'i' (right-hand) for the word on the right.</b></p><p>Select the best word as quickly as you can, but without making too many errors. </p><div><p>Click ""Continue"" to try this on a practice sentence.</p></div>",136670,1,html-button-response,,,
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11018, 3023, 1758, 2123, 1332, 2849, 1367, 1289, 877, 1057, 1437, 985, 566, 1463]","['x-x-x', 'whom', 'knew', 'appeared', 'emotions', 'know', 'dad', 'lake', 'edition', 'jack', 'fans', 'fund', 'grow', 'died.']",0.0-2.0,,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",,"[11018, 3023, 1758, 2123, 1332, 2849, 1367, 1289, 877, 1057, 1437, 985, 566, 1463]",,,167830,2,maze,,"['This', 'is', 'a', 'practice', 'sentence', 'that', 'you', 'are', 'reading', 'one', 'word', 'at', 'a', 'time.']",
1029,1,,,,0.0-3.0,,,0,18605,,"<h3>Please read these instructions carefully!</h3> </br><p>Great job! Now you are ready for the main experiment.</p><p> You will now read 16 short stories in the same word-by-word way.</p><div><p>Click ""Continue"" to start the experiment.</p>",186436,3,html-button-response,,,
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6653, 1321, 909, 2984, 817, 984, 1440, 1576, 4822, 779, 901, 1611, 654, 1267, 3161, 869, 1281, 1820, 884]","['x-x-x', 'rest', 'ice', 'regulators', 'pull', 'runs', 'slow', 'code', 'race', 'case', 'road', 'along', 'sells.', 'x-x-x', 'holiday', 'bus', 'chips', 'walk', 'hire.']",0.0-4.0-0.0,32,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",,"[6653, 1321, 909, 2984, 817, 984, 1440, 1576, 4822, 779, 901, 1611, 654, 1267, 3161, 869, 1281, 1820, 884]",A man was decorating a room and had with him a large brush. He’d decided to paint a door.,,221178,4,maze,setup,"['A', 'man', 'was', 'decorating', 'a', 'room', 'and', 'had', 'with', 'him', 'a', 'large', 'brush.', 'He’d', 'decided', 'to', 'paint', 'a', 'door.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[922, 1843, 775, 3307, 600, 730, 1219, 1541, 845, 1926, 1693, 896, 821, 1296, 1431, 651, 1591, 1274, 1207, 971]","['x-x-x', 'able', 'gave', 'proud', 'son', 'took', 'asks', 'terms', 'job', 'dog', 'knows', 'kings', 'days', 'talk', 'drug', 'army', 'agency', 'peace', 'election', 'aware.']",0.0-4.0-0.1,32,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",,"[922, 1843, 775, 3307, 600, 730, 1219, 1541, 845, 874, 1693, 896, 821, 1296, 1431, 651, 1591, 1274, 1207, 971]",In the room there was a door which had a large crack in it and a window which wouldn't close.,,246736,5,maze,1-context,"['In', 'the', 'room', 'there', 'was', 'a', 'door', 'which', 'had', 'a', 'large', 'crack', 'in', 'it', 'and', 'a', 'window', 'which', ""wouldn't"", 'close.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[722, 1160, 1641, 759, 747, 1063, 791, 1132, 1293, 961, 1224, 1497, 6637, 967, 1205, 1355]","['x-x-x', 'seen', 'weekend', 'tree', 'firms', 'bit', 'suck', 'fair', 'may', 'alone', 'forth', 'walk', 'code', 'won', 'ranked', 'union.']",0.0-4.0-0.2,32,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]",,"[722, 1160, 1641, 759, 747, 1063, 791, 1132, 1293, 961, 1224, 1497, 5770, 967, 1205, 1355]",The man decided to paint the door with the large crack and do the window later.,,269906,6,maze,NP,"['The', 'man', 'decided', 'to', 'paint', 'the', 'door', 'with', 'the', 'large', 'crack', 'and', 'do', 'the', 'window', 'later.']",
1029,1,,,,0.0-5.0,,,,,,,270911,7,html-button-response,,,
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[3182, 1560, 782, 2192, 1405, 567, 816, 1337, 779, 1129, 1106, 5193, 1048, 1077, 1555, 650, 1102, 995, 2043, 1261, 1138, 1435, 1862, 784, 1278]","['x-x-x', 'capacities', 'cool', 'gold', 'text', 'sun', 'each', 'fat', 'does', 'feel', 'rate', 'overthrew.', 'x-x-x', 'move', 'ring', 'park', 'east', 'link', 'met', 'substances', 'reached', 'feet', 'starship', 'wear', 'calls.']",0.0-6.0-0.0,21,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",,"[3182, 1560, 782, 2192, 1405, 567, 816, 1337, 779, 1129, 1106, 4452, 1048, 1077, 1555, 650, 1102, 995, 1335, 1261, 1138, 1435, 1862, 784, 1278]",A demolition man was on his way to work in his bulldozer. He’d been told to go to a particular address to demolish a house.,,307207,8,maze,setup,"['A', 'demolition', 'man', 'was', 'on', 'his', 'way', 'to', 'work', 'in', 'his', 'bulldozer.', 'He’d', 'been', 'told', 'to', 'go', 'to', 'a', 'particular', 'address', 'to', 'demolish', 'a', 'house.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1443, 3257, 1028, 951, 739, 1692, 860, 943, 1238, 811, 1583, 4273, 4618, 883, 2708, 749, 870, 1064, 879, 1439, 799, 1692, 1987]","['x-x-x', 'bed', 'uses', 'follows', 'wear', 'brown', 'walk', 'comes', 'super', 'push', 'step', 'comets', 'deployed', 'me', 'goes', 'anyway', 'pain', 'fear', 'except', 'trouble', 'data', 'ford', 'encoding.']",0.0-6.0-0.1,21,"[1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0]",,"[1443, 3257, 1028, 951, 739, 1692, 860, 943, 1238, 811, 1583, 4273, 4618, 883, 2708, 749, 870, 1064, 879, 1439, 799, 1692, 1987]",Once at the address he found a house which had an ornate fountain in its garden and a house covered in fine carvings.,,343716,9,maze,2-context,"['Once', 'at', 'the', 'address', 'he', 'found', 'a', 'house', 'which', 'had', 'an', 'ornate', 'fountain', 'in', 'its', 'garden', 'and', 'a', 'house', 'covered', 'in', 'fine', 'carvings.']",
1029,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[916, 2693, 1053, 765, 643, 1060, 842, 1169, 1362, 815, 1119, 1142, 1648, 1255]","['x-x-x', 'yet', 'insulation', 'draw', 'maybe', 'pick', 'via', 'marathons', 'gay', 'deal', 'annual', 'fat', 'heard', 'our.']",0.0-6.0-0.2,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",,"[916, 1104, 1053, 765, 643, 1060, 842, 1169, 1362, 815, 1119, 1142, 1648, 1255]",The man demolished the house with the bulldozer but it wasn't the right one.,,360207,10,maze,VP,"['The', 'man', 'demolished', 'the', 'house', 'with', 'the', 'bulldozer', 'but', 'it', ""wasn't"", 'the', 'right', 'one.']",
1029,1,,,,0.0-7.0,,,,,,,361209,11,html-button-response,,,
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2053, 2840, 1472, 1064, 1064, 815, 3452, 908, 1379, 817, 2571, 3331, 726, 1580, 671, 1298, 2267, 3383]","['x-x-x', 'mergers', 'aspects', 'nice', 'glad', 'adds', 'medicinal', 'know', 'kings.', 'x-x-x', 'lot', 'memories', 'lose', 'except', 'guy', 'denote', 'ones', 'celebrate.']",0.0-8.0-0.0,3,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,"[2053, 2840, 1472, 1064, 1064, 815, 3452, 908, 1379, 817, 2571, 3331, 726, 1580, 671, 1298, 2267, 3383]",A convict escaped from his cell clutching a knife. He was prepared to attack a warden if necessary.,,392907,12,maze,setup,"['A', 'convict', 'escaped', 'from', 'his', 'cell', 'clutching', 'a', 'knife.', 'He', 'was', 'prepared', 'to', 'attack', 'a', 'warden', 'if', 'necessary.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[975, 2406, 630, 827, 1170, 1011, 971, 815, 1692, 539, 2189, 851, 699, 1088, 1251, 712, 1325, 4545]","['x-x-x', 'profile', 'dad', 'pre', 'am', 'waived', 'sources', 'oh', 'hates', 'us', 'owns', 'year', 'mean', 'optimism', 'eastern', 'vs', 'laws', 'canonized.']",0.0-8.0-0.1,3,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",,"[975, 2406, 630, 827, 1170, 1011, 971, 815, 1692, 539, 2189, 851, 699, 1088, 1251, 712, 1325, 3436]",Once outside he saw a warden holding a bunch of keys and a policeman holding a long truncheon.,,416618,13,maze,1-context,"['Once', 'outside', 'he', 'saw', 'a', 'warden', 'holding', 'a', 'bunch', 'of', 'keys', 'and', 'a', 'policeman', 'holding', 'a', 'long', 'truncheon.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1596, 1596, 1678, 1379, 888, 733, 1658, 897, 811, 951, 1237, 976, 897]","['x-x-x', 'waivers', 'vacation', 'amicus', 'fund', 'done', 'loaned', 'miss', 'ago', 'meets', 'wonder', 'website', 'app.']",0.0-8.0-0.2,3,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",,"[1596, 1596, 1678, 1379, 888, 733, 1658, 897, 811, 951, 1237, 976, 897]",The convict suddenly lunged at the warden with the knife before running off.,,431919,14,maze,VP,"['The', 'convict', 'suddenly', 'lunged', 'at', 'the', 'warden', 'with', 'the', 'knife', 'before', 'running', 'off.']",
1029,1,,,,0.0-9.0,,,,,,,432943,15,html-button-response,,,
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1666, 1283, 814, 774, 1555, 750, 815, 2912, 669, 2323, 709, 1350, 909, 2561, 2040, 599, 692]","['x-x-x', 'contexts', 'gold', 'explain', 'pick', 'fans', 'sounds', 'attendees', 'won', 'surnames.', 'x-x-x', 'moment', 'fell', 'cell', 'wife', 'try', 'sake.']",0.0-10.0-0.0,30,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",,"[1666, 1283, 814, 774, 1555, 750, 815, 2912, 669, 2323, 709, 1350, 909, 2561, 2040, 599, 692]",A gardener was working in a garden adjusting a chainsaw. He needed to cut down a tree.,,455370,16,maze,setup,"['A', 'gardener', 'was', 'working', 'in', 'a', 'garden', 'adjusting', 'a', 'chainsaw.', 'He', 'needed', 'to', 'cut', 'down', 'a', 'tree.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[723, 795, 1439, 816, 565, 817, 1040, 724, 2899, 1572, 868, 754, 1971, 1247, 3606, 2327, 2794, 786, 2777, 916]","['x-x-x', 'wall', 'networks', 'come', 'felt', 'adds', 'realize', 'need', 'isometry', 'easy', 'us', 'fees', 'warms', 'aware', 'win', 'race', 'earn', 'pull', 'uses', 'cars.']",0.0-10.0-0.1,30,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",,"[723, 795, 1439, 816, 565, 817, 1040, 724, 2899, 1572, 868, 754, 1971, 1247, 3606, 2327, 1463, 786, 2777, 916]",He was standing by a tree covered in greenfly and a tall shrub which had been dead a long time.,,484817,17,maze,1-context,"['He', 'was', 'standing', 'by', 'a', 'tree', 'covered', 'in', 'greenfly', 'and', 'a', 'tall', 'shrub', 'which', 'had', 'been', 'dead', 'a', 'long', 'time.']",
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1040, 756, 1160, 699, 871, 701, 1109, 1032, 925, 868, 1094, 679, 834, 1703, 572]","['x-x-x', 'authored', 'gold', 'pick', 'read', 'asks', 'draw', 'role', 'concedes', 'our', 'star', 'news', 'belt', 'click', 'seat.']",0.0-10.0-0.2,30,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",,"[1040, 756, 1160, 699, 871, 701, 1109, 1032, 925, 868, 1094, 679, 834, 1703, 572]",The gardener cut down the tree with the chainsaw but was very sad about it.,,498862,18,maze,VP,"['The', 'gardener', 'cut', 'down', 'the', 'tree', 'with', 'the', 'chainsaw', 'but', 'was', 'very', 'sad', 'about', 'it.']",
1029,1,,,,0.0-11.0,,,,,,,499866,19,html-button-response,,,
1029,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2065, 3438, 1025, 1294, 576, 3909, 2503, 1354, 821, 659, 630, 2270, 483, 702, 1465]","['x-x-x', 'raiders', 'ones', 'terminate', 'same', 'rioted', 'abuses.', 'x-x-x', 'guy', 'worry', 'sun', 'loud', 'lie', 'non', 'findings.']",0.0-12.0-0.0,17,"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",,"[2065, 3438, 1025, 1294, 576, 3909, 2503, 1354, 821, 659, 630, 2270, 483, 702, 1465]",A chemist was adjusting a bunsen burner. He was about to heat up a solution.,,523066,20,maze,setup,"['A', 'chemist', 'was', 'adjusting', 'a', 'bunsen', 'burner.', 'He', 'was', 'about', 'to', 'heat', 'up', 'a', 'solution.']",
